"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3","log.ratios.C2.vs.C1","log.ratios.C3.vs.C1","log.ratios.C4.vs.C1","log.ratios.C5.vs.C1","log.ratios.C6.vs.C1","FDR.PolySTest.C2.vs.C1","FDR.PolySTest.C3.vs.C1","FDR.PolySTest.C4.vs.C1","FDR.PolySTest.C5.vs.C1","FDR.PolySTest.C6.vs.C1","Cluster"
"Q99986",15,15,"VRK1_HUMAN Serine/threonine-protein kinase VRK1",0.273385564065403,0.230092951527343,0.365808741311935,0.291812085132239,0.232341148039358,0.291496787418524,0.278341108144601,0.226750209545159,0.3695523101085,-0.109797149281271,-0.0305814648301428,-0.0476005473174787,-0.267859383702375,-0.34983133925832,-0.323002250532413,-0.388169430670407,-0.443806965297524,-0.432691627227946,-0.0178790787715201,0.00178545696452631,-0.352422139444524,-0.60332674346593,-0.711318426700186,0.0912770007392199,0.117233586086045,1.63468955338955e-06,1.53985905792129e-09,1.14519478222795e-10,3
"Q99996",103,98,"AKAP9_HUMAN A-kinase anchor protein 9",-0.296982270628792,-0.277158352686408,-0.362226061727829,-0.229030732495808,-0.214163723928415,-0.212898522485111,-0.242790009660018,-0.265189691138511,-0.357991975347881,0.0722422944782122,0.0097245308747686,0.0950496566729393,0.393018347537843,0.429101445835428,0.379801833850466,0.335530072291391,0.344980061523897,0.356155422076225,0.0934245687112317,0.0234650029655397,0.371127722356316,0.712762770755589,0.657677413644847,0.0297161948880377,0.178483745871433,7.95501507359478e-08,2.01123390636794e-11,2.18317591341991e-11,1
"Q9BPX3",30,29,"CND3_HUMAN Condensin complex subunit 3",0.839496850592921,0.841722743432446,1.00630352481136,0.624816825486531,0.67352172063259,0.806798500470039,0.150452323100457,0.198128996354894,0.316722012697976,-0.324593741300718,-0.229175855942151,-0.283488310176707,-0.544844868268843,-0.78025164075605,-0.825308307998849,-0.832857328859131,-0.916128029141533,-1.02746509418977,-0.194128690749189,-0.6740732622278,-1.1749270087521,-1.61264264528682,-1.82132452367572,0.0561678294950778,1.5472617423258e-06,1.7941939366346e-09,1.92514403834792e-11,2.28556756987874e-12,3
"Q9BPX6",16,16,"MICU1_HUMAN Calcium uptake protein 1, mitochondrial",-0.342622983136979,-0.358316634715328,-0.417237928487548,-0.212296076684608,-0.255082449802292,-0.30333698516962,0.0309733026450908,-0.0102818668132202,-0.0354911641198248,0.07757029943403,0.033039062806835,0.0508720359690178,0.184614743580524,0.234400954079189,0.228814940416388,0.369967850977206,0.391608067739639,0.404708668462103,0.115820678227778,0.3677926060173,0.426552981516579,0.588669394805319,0.761487377839601,0.0075911343204177,6.05619759377934e-08,5.67095518417092e-09,5.38920858338395e-11,1.5747034180887e-12,2
"Q9BPX7",2,2,"CG025_HUMAN UPF0415 protein C7orf25",0.18848512918165,0.212825939982264,NA,0.0189011085522414,0.0243163238672072,NA,-0.0515917702846785,0.0320861335708623,NA,-0.0157444193608813,NA,NA,-0.226378257990696,NA,NA,-0.185305577192498,NA,NA,-0.179046818372233,-0.210408352938865,-0.216399953942838,-0.427033792572653,-0.385961111774455,0.0259505156744002,0.00694105158566651,0.00742841223383117,0.000171268074839086,0.000176996074144649,3
"Q9BPY3",8,8,"F118B_HUMAN Protein FAM118B",-0.0244851444504982,-0.0967757691190317,-0.058115145521036,0.0122258242370594,0.00072435130481705,-0.0183081241030319,0.189973549867121,0.186568259147652,0.189560212008145,0.0633449887001575,0.119066344068628,0.138657967227936,-0.0499357048575996,-0.0546298227579746,-0.0635518426457976,-0.194846920385444,-0.188347931691104,-0.0754472972836744,0.0580060368431368,0.248492693371161,0.166815119695762,0.00375289627639804,-0.0930886967565522,0.182666145735723,7.40917452763509e-06,0.00021243625827791,0.0302514714621816,0.00437387201670426,4
"Q9BPZ3",3,3,"PAIP2_HUMAN Polyadenylate-binding protein-interacting protein 2",0.0407019971541051,0.21861344117593,0.17930766342626,0.222542312605382,0.249771873008929,0.294973652003951,0.178639194353101,0.242094061635813,0.191211058247391,-0.244723763653999,-0.131395852365599,-0.181256065559775,-0.162575958558841,-0.194229168192375,-0.180731418701227,-0.185304345181362,-0.177166620064303,-0.272861685539349,0.109554911953989,0.0577737374933366,-0.331999594445223,-0.325386549069579,-0.357985250847103,0.0502194434778704,0.114370362695072,5.05612126973475e-06,2.70727248995603e-06,5.39725681167075e-07,3
"Q9BQ04",17,17,"RBM4B_HUMAN RNA-binding protein 4B",-0.0306050156478679,-0.0760658109986309,0.0366893481016448,-0.0673398043546557,-0.0775485312416408,-0.0319799780917515,0.242972048605269,0.226432978456683,0.355490402183215,0.11139391566963,0.141269026118977,0.139188803600185,-0.0885367003386724,-0.128120419385705,-0.0878127539139147,-0.147336990836611,-0.224431803598969,-0.191554976010564,-0.0356289450477313,0.298292302596674,0.153944407977882,-0.0781627983644794,-0.164447430633763,0.392569552155706,4.17478020385875e-06,0.00114591810578659,0.0262363562299379,0.000206052230920943,4
"Q9BQ39",13,13,"DDX50_HUMAN ATP-dependent RNA helicase DDX50",0.183837313545604,0.20306897305893,0.27536280845056,0.158194315583557,0.16962711906774,0.139660143227811,-0.121584378593463,-0.160603910232013,-0.187521380328319,-0.00544206977960821,0.0096101059227507,-0.0293194406075799,0.0031932628400093,-0.0092870999294643,-0.108538853628146,-0.0597902098610049,-0.195097558076746,-0.155610329715063,-0.0649291723919953,-0.377326254736296,-0.22914016650651,-0.258967261924232,-0.357589064235969,0.0700797460379342,5.96795957229631e-07,5.85298474788137e-05,7.7181279031608e-06,1.30247142373302e-07,5
"Q9BQ48",2,2,"RM34_HUMAN 39S ribosomal protein L34, mitochondrial",-0.186536906245145,-0.253447910043187,-0.153499285233608,-0.00469872863941757,-0.162843339870119,-0.0363309637177092,0.217684652844603,0.0128471704549368,0.103286216023154,0.171285940060094,0.104913198625211,0.0578813187927314,0.0674857272989199,-0.0812219689317975,0.0412170459752396,0.148400091074584,-0.00651605120444675,0.0477041685299857,0.129870356431565,0.309100713614878,0.309188186333325,0.206988301954767,0.261024103307354,0.103741092078913,0.000318384042466532,0.000204184796030326,0.0021815510984275,0.000250738222767601,2
"Q9BQ49",3,2,"SMIM7_HUMAN Small integral membrane protein 7",-0.122092721718081,-0.137801396318753,-0.309245964072101,0.0492491817255784,0.0397989248744288,0.131295571483828,-0.260490539860808,-0.262312231627383,-0.581731196032696,-0.215888275329126,-0.416204226502879,-0.237707492274731,0.222721986851757,0.344151896182463,0.307422089515389,0.383398530459732,0.604912712055542,0.548133526381869,0.26316125339759,-0.178464628470651,-0.100219970665934,0.481145351552848,0.701861617002026,0.0238651741671581,0.0690640936598054,0.152852603887198,4.08438971836019e-05,4.64566196439335e-07,1
"Q9BQ52",26,25,"RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2",0.356873312397413,0.329004362319484,0.333351327053102,0.11880668114522,0.165186577047165,0.207925156645024,-0.170414678989826,-0.146196327364891,-0.139744727133898,-0.130055588205405,-0.129228972620876,-0.073772582649169,-0.180377105950895,-0.13206107860612,-0.0599203765397551,-0.18054308893038,-0.0723935007863775,-0.0582316330926524,-0.175770195644197,-0.491861578419538,-0.45076204841515,-0.46386252095559,-0.44346574152647,0.00196918713060318,2.38320788589488e-08,3.176426238545e-08,8.9028695375306e-09,7.77009350280193e-09,5
"Q9BQ61",10,10,"TRIR_HUMAN Telomerase RNA component interacting RNase",0.59972844995748,0.512348481319004,0.671644729822664,0.154653145054643,0.158539867315499,0.123336220779564,-0.0524674191813,0.0617211414185292,0.225582888945139,-0.016331827415497,0.108050386446627,-0.0795995534299993,-0.251214451638024,-0.334121405215246,-0.332701721238911,-0.407869647430135,-0.508482260893844,-0.471222981548532,-0.449064142649814,-0.516295016638927,-0.590534218499339,-0.900586413063776,-1.05709885032389,9.66889997755015e-05,3.70246650877079e-06,4.98961728094827e-07,1.647744519303e-09,1.28840952961342e-10,3
"Q9BQ69",11,11,"MACD1_HUMAN ADP-ribose glycohydrolase MACROD1",-0.858808950835233,-0.830971111490425,-0.979452030539273,-0.505334919502797,-0.570560321846292,-0.646619308604539,-0.317653303875538,-0.358920861475708,-0.538034222238463,0.166032183041623,0.0601728761020225,0.184145008052578,0.61076923434981,0.635756748923778,0.700501201361722,1.12877460052701,1.01574899908189,1.04463116904145,0.315572514303768,0.484874568425074,1.02652738668705,1.53875309250008,1.95279562050509,0.000767417879951546,3.71864857031265e-06,5.4558640149407e-10,2.53546681370384e-12,8.67030169031445e-14,1
"Q9BQ70",16,16,"TCF25_HUMAN Transcription factor 25",-0.0245107082884029,-0.0250449646763487,0.00206641788663035,0.0130878721532816,0.0893170765870178,0.0579986177844453,-0.249884951639884,-0.263518236584273,-0.266747260926945,-0.155496906802802,-0.168937414892668,-0.13340256504648,0.105867226882935,0.13446477181194,0.149794402474023,0.316484555013187,0.254498568009838,0.240843418056555,0.0692976072009553,-0.244220398024327,-0.136782543887943,0.145871885415673,0.286438598719234,0.0440988255006931,1.48634488490751e-06,0.000269802118425531,6.96728642643596e-05,3.05845524554273e-08,1
"Q9BQ75",5,5,"CMS1_HUMAN Protein CMSS1",0.0979038944566954,0.0865774560482863,0.0930695728460874,0.0902265901627206,0.0858086195395199,0.109711641280628,-0.0200831849947596,-0.112931449384299,-0.107269478748289,0.0421584169731502,-0.0226583126836446,-0.0377690947382477,-0.0659960031255003,-0.0138158706354589,-0.103190190027513,-0.138618794736393,0.0440604090089386,0.0344420972382482,0.00273197587726647,-0.172611678826139,-0.0986066379332704,-0.153517662379847,-0.112555737280092,0.100438886955741,0.00263092756326588,0.0386150334754253,0.00199074128268199,0.00773669678048809,5
"Q9BQ95",6,5,"ECSIT_HUMAN Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",-0.114716504942248,-0.177685542960731,-0.196306232217993,-0.197040215666766,-0.122218300963855,-0.191836210605015,-0.195734691569364,-0.0379225241428417,-0.142831234429594,0.0741903968528124,0.0214403137786106,0.0019236214656912,0.12483829424016,0.111432792309801,0.231042108334671,0.296642037696607,0.338119915011237,0.332847486429998,-0.00746214903822132,0.0374066099930574,0.195420870739362,0.318673825001868,0.485439239752938,0.204010519719915,0.318436925689224,0.000564485743030628,2.44538552756984e-06,1.19297219681055e-08,1
"Q9BQA9",6,6,"CYBC1_HUMAN Cytochrome b-245 chaperone 1",-0.318526309079777,-0.224623899220321,-0.398358987420043,0.225086886205493,0.16276033828692,0.0794068976947818,0.0804822766759025,-0.143333671867263,-0.177766861168089,-0.172917005271558,-0.155914958051297,-0.0468914394008499,0.166826289579607,0.066356416619507,0.0678536454277039,0.22233672491386,0.290587269396172,0.364412055820091,0.469587772635779,0.233630313120231,0.188595264332145,0.414181849115653,0.606281748616755,0.000104371335467347,0.00580512423302664,0.0138930108903632,1.63772169564392e-05,1.56175960961057e-07,1
"Q9BQC6",2,2,"RT63_HUMAN Ribosomal protein 63, mitochondrial",-0.277885494152733,-0.25288105353913,-0.0506244936908549,-0.172528577894824,-0.226580902816095,0.0307844003047075,-0.0135040209087997,-0.0111501662578044,0.129544815082108,0.0059333907804821,0.172883469873281,0.186704629416789,0.0776401843743567,0.173564696690782,0.122651429839494,-0.0760104302494189,0.163164691530455,0.105903807411236,0.0710219869921688,0.228760556432741,0.315637510484423,0.318415784095784,0.25814970335833,0.574959033374696,0.0193580143776884,0.00188101973003598,0.000869934102223056,0.00234680317330431,2
"Q9BQD3",3,2,"KXDL1_HUMAN KxDL motif-containing protein 1",NA,NA,-0.162038956577868,NA,NA,-0.00048704553116302,NA,NA,-0.342308105632328,NA,-0.171818548106829,-0.0746894539724482,NA,0.239047229050274,0.124860972744361,NA,0.308061921411194,0.169387752083365,0.161551911046705,-0.18026914905446,0.0387849555382294,0.343993057475185,0.400763793325147,0.21066178786665,0.109191543599236,0.352598668333198,0.00348384251215588,0.00118376797031576,1
"Q9BQE3",28,20,"TBA1C_HUMAN Tubulin alpha-1C chain",0.675515928808531,0.644963596192557,0.76329896808386,-0.116900335242927,-0.158857387135708,-0.382412260835854,-0.045254801247436,0.333034539666159,0.604933159980096,0.186849692195603,0.375832095082213,-0.0834581481918418,-0.485247141338294,-0.404914982166116,-0.310433441350105,-0.52677575842884,-0.50379831545837,-0.522202316012058,-0.913982825433146,-0.397021864895376,-0.534851617999658,-1.09479135264649,-1.21218496099474,0.000118888444120186,0.00720346567746741,0.0014924890040925,8.17762211511012e-07,1.44538094479217e-07,4
"Q9BQE4",4,4,"SELS_HUMAN Selenoprotein S",0.775916236759172,0.763318501356595,1.01901268310652,0.478543046347954,0.536037421194913,0.51388888914428,-0.181324671540365,-0.182808989100505,0.0764972465491403,-0.59869129786369,-0.368327638572546,-0.322649404551027,-0.623477558850211,-0.618973632783387,-0.52657864247469,-0.724626269996051,-0.584281327428582,-0.720526018316395,-0.343259354845047,-0.948627945104672,-1.28263858740318,-1.44242575177686,-1.5292270123211,0.00481321786617114,1.26339253896697e-07,2.21692608091267e-09,2.03447143073861e-10,5.17950699157397e-11,3
"Q9BQE5",9,9,"APOL2_HUMAN Apolipoprotein L2",0.494901494880036,0.5860377570098,0.338102679944417,0.35766017124058,0.378940074870097,0.485518522666963,-0.0758988749633012,-0.108752589652164,-0.260466185687755,-0.344379046952932,-0.425418706995559,-0.310375869718996,-0.418147652257839,-0.245579405781909,-0.298738118541845,-0.0729759774969199,0.13649644687315,0.183859692467673,-0.0656410543522043,-0.621386527379158,-0.833071851833913,-0.793835702805282,-0.390553923330117,0.291520247586279,3.70246650877079e-06,8.48769572797384e-08,5.88892496077539e-08,5.91896801695816e-05,5
"Q9BQI0",4,4,"AIF1L_HUMAN Allograft inflammatory factor 1-like",-1.56686370361888,-1.54611986399872,-1.09145759848926,-1.45093883510618,-1.41603102256775,-0.857531813673226,-1.22770080064607,-0.947697094894957,-1.04791739743041,-0.026012319114881,-0.478414606926609,-0.291118037315297,1.29271331695485,1.35068519083152,1.35008089230038,2.35320380637647,1.75251561489158,1.73050041236201,0.159979831586568,0.327041957711808,1.13629873425002,2.7326401887312,3.34688699991231,0.439207383961498,0.118785784076555,4.2447674598422e-05,1.16371052840188e-09,5.59103602020271e-11,1
"Q9BQP7",5,5,"MGME1_HUMAN Mitochondrial genome maintenance exonuclease 1",0.402958166633692,0.318037917493855,0.788027401905124,0.287976306026824,0.337486717592447,0.451065287427162,0.149856662005491,-0.0555385946979861,0.192400411723957,-0.203374485460852,-0.0997419291661786,-0.13859246777054,-0.306879791007562,-0.513277067218562,-0.415596787226637,-0.264261357014228,-0.492132175479862,-0.40891826330081,-0.144165058328746,-0.407435002333736,-0.650244122810081,-0.914925710495144,-0.891445093942524,0.310249722058462,0.00254883962974561,3.10354082346633e-05,3.62861756784488e-07,2.66438449084355e-07,3
"Q9BQS8",43,42,"FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1",-0.488781640864548,-0.467922409177283,-0.465483150121565,-0.340784008570194,-0.312910526058176,-0.25370745548801,-0.423821888607998,-0.448835462374961,-0.533874367269956,0.179713079141321,0.0990669341702522,0.155123464785734,0.47768159700925,0.490616282142879,0.454091507484097,0.703032516428881,0.627082521836588,0.603957246928138,0.171595070015672,0.00521849397016033,0.618696892753568,0.948192195599874,1.11875316178567,0.00167451603895147,0.0874093312163716,5.59226864170267e-10,2.08761051920581e-12,1.5543046515984e-13,1
"Q9BR09",2,2,"NEUL2_HUMAN Neuralized-like protein 2",-0.739884689983827,-0.640250382869493,-0.968885490863347,-0.542299706955809,-0.53673049517918,-0.735896396268685,-0.00894004256971673,-0.0756611184339286,-0.39097029576723,0.321856964377893,0.211156346284936,0.191903481842992,0.493407901673122,0.43860497500225,0.444905771564209,0.910945974517806,0.698284084339002,0.608488392208731,0.178031321770998,0.624483035648597,1.0246457854075,1.24197973731875,1.52224633826074,0.117937542836054,7.07675490134976e-05,2.36771468997571e-07,1.09119249689743e-08,5.24207998129905e-10,2
"Q9BR39",15,15,"JPH2_HUMAN Junctophilin-2",-0.713004676740058,-0.631874361315642,-0.865629309228923,-0.405285980482297,-0.540468400346889,-0.605509699533461,-0.326383628046873,-0.344423251532017,-0.530941717960427,0.087669051053447,-0.212174569307036,-0.156595702424756,0.505056903015775,0.523167361001487,0.621594300727709,1.2548136334591,1.0746521250537,1.03312072298767,0.219748088973992,0.336253249915102,0.643135708868759,1.2867756373432,1.8576982762617,0.0394375705579859,0.00305915357203287,6.42215070131243e-06,1.11608425861232e-09,8.28338108214912e-12,1
"Q9BR76",12,10,"COR1B_HUMAN Coronin-1B",0.112240608347128,0.12555776964448,0.166947947307564,-0.0577331593391239,-0.0325552804488374,-0.0788235500436018,0.0682183540203778,0.124320374361412,0.236784310633625,0.112060253955548,0.167261082703497,0.0958065870808423,-0.017488007254504,-0.179093534032817,-0.0394226950455929,-0.200004798127336,-0.219627232147801,-0.243436938437092,-0.191286105043578,0.00819223790541426,-0.00987280051976157,-0.213583520544029,-0.355938431337134,0.00355636761467311,0.234723700806852,0.0889931985822397,0.000188653061069225,7.03988599323217e-07,4
"Q9BRA0",4,4,"LSMD1_HUMAN N-alpha-acetyltransferase 38, NatC auxiliary subunit",-0.0574236312160515,-0.122646694023985,-0.0554926747327142,-0.0756388903799159,-0.112646336114452,0.00625785764436924,-0.10893866049801,-0.139557477539493,-0.0459888526931823,-0.103069365655445,0.136974386429844,0.165114785727286,-0.000601840721497899,0.115836996062999,0.250032358302479,0.271827205239776,0.164993685626298,0.252559626940882,0.0178452103742507,-0.0196406635859782,0.144860935491479,0.200276837872244,0.308314505926569,0.418668033945425,0.117233586086045,0.0485275158820858,0.00597159705120079,0.000191169661901735,1
"Q9BRC7",4,4,"PLCD4_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",-0.749395473773238,-0.690855161549574,-0.665854855023656,-0.42124649223563,-0.355204879073105,-0.286636290974824,-0.297029154570385,-0.235864131986537,-0.441358945072452,0.0564047515559537,-0.0025456399029336,0.0619939534208865,0.560831300556836,0.501684588788925,0.526356314719223,0.890099534387043,0.823885754550016,0.817885842976346,0.347672609354303,0.377284419572365,0.740652851806792,1.23165923147048,1.54599220741996,8.21410830078661e-05,5.30749321533286e-06,1.77449254413898e-09,2.69759615808728e-12,1.04432678410184e-13,1
